5,4,simplicidade
4,3,simplicidade
5,4,simplicidade
3,2,simplicidade
4,2,simplicidade
5,5,simplicidade
4,2,simplicidade
4,3,simplicidade
4,2,simplicidade
5,5,simplicidade
3,2,simplicidade
5,5,simplicidade
3,2,simplicidade
4,4,simplicidade
4,3,simplicidade
4,3,simplicidade
3,2,simplicidade
4,3,simplicidade
5,5,simplicidade
3,1,simplicidade
5,3,simplicidade
5,3,simplicidade
3,3,simplicidade
4,4,simplicidade
5,5,simplicidade
5,4,simplicidade
4,2,simplicidade
2,1,simplicidade
4,4,simplicidade
5,4,simplicidade
1,1,simplicidade
4,2,simplicidade
3,1,simplicidade
5,2,simplicidade
2,2,simplicidade
5,5,simplicidade
4,3,simplicidade
4,3,simplicidade
2,2,simplicidade
5,4,simplicidade
5,4,simplicidade
3,2,simplicidade
4,4,simplicidade
5,4,simplicidade
4,3,simplicidade
3,3,simplicidade
5,3,simplicidade
1,1,simplicidade
1,1,simplicidade
5,4,simplicidade
4,3,simplicidade
5,4,simplicidade
5,3,simplicidade
5,5,simplicidade
2,1,simplicidade
4,2,simplicidade
4,3,simplicidade
5,4,simplicidade
5,5,simplicidade
4,2,simplicidade
5,4,simplicidade
4,4,simplicidade
3,2,simplicidade
5,4,simplicidade
5,4,simplicidade
4,2,simplicidade
4,3,simplicidade
3,1,simplicidade
3,1,simplicidade
3,2,simplicidade
3,3,simplicidade
5,4,simplicidade
4,3,simplicidade
5,4,simplicidade
4,3,simplicidade
5,2,simplicidade
3,2,simplicidade
2,1,simplicidade
4,2,simplicidade
3,1,simplicidade
3,2,simplicidade
5,3,simplicidade
4,2,simplicidade
1,1,simplicidade
4,4,simplicidade
4,2,simplicidade
5,4,simplicidade
3,2,simplicidade
4,4,simplicidade
4,3,simplicidade
4,4,simplicidade
4,3,simplicidade
5,4,simplicidade
4,4,simplicidade
4,4,simplicidade
5,1,simplicidade
3,2,simplicidade
3,2,simplicidade
5,2,simplicidade
5,4,simplicidade
4,2,simplicidade
5,4,simplicidade
5,2,simplicidade
4,2,simplicidade
5,4,simplicidade
4,3,simplicidade
4,4,simplicidade
1,1,simplicidade
3,2,simplicidade
5,4,simplicidade
4,1,simplicidade
4,4,simplicidade
3,3,simplicidade
4,3,simplicidade
4,2,simplicidade
4,3,simplicidade
2,1,simplicidade
5,5,simplicidade
4,1,simplicidade
5,4,simplicidade
1,1,simplicidade
5,2,simplicidade
3,2,simplicidade
3,2,simplicidade
3,2,simplicidade
4,4,simplicidade
5,5,simplicidade
3,1,simplicidade
5,3,simplicidade
5,3,simplicidade
5,4,simplicidade
5,4,simplicidade
3,3,simplicidade
3,1,simplicidade
3,3,simplicidade
4,4,simplicidade
3,3,simplicidade
5,4,simplicidade
5,2,simplicidade
5,4,simplicidade
4,2,simplicidade
3,2,simplicidade
4,2,simplicidade
1,1,simplicidade
3,3,simplicidade
3,3,simplicidade
5,3,simplicidade
5,4,simplicidade
4,3,simplicidade
2,2,simplicidade
5,4,simplicidade
3,2,simplicidade
5,5,simplicidade
4,3,simplicidade
5,4,simplicidade
5,4,simplicidade
3,3,simplicidade
5,5,simplicidade
4,4,simplicidade
3,2,simplicidade
3,2,simplicidade
4,3,simplicidade
3,2,simplicidade
4,3,simplicidade
5,2,simplicidade
3,2,simplicidade
4,4,simplicidade
3,1,simplicidade
4,2,simplicidade
4,3,simplicidade
4,2,simplicidade
3,2,simplicidade
5,5,simplicidade
4,4,simplicidade
4,2,simplicidade
3,3,simplicidade
4,2,simplicidade
5,5,simplicidade
3,2,simplicidade
3,3,simplicidade
3,3,simplicidade
3,2,simplicidade
4,2,simplicidade
3,3,simplicidade
4,3,simplicidade
2,2,simplicidade
4,2,simplicidade
3,3,simplicidade
4,4,simplicidade
5,5,conteudo
5,5,conteudo
5,5,conteudo
2,1,conteudo
4,4,conteudo
5,4,conteudo
5,4,conteudo
5,4,conteudo
5,4,conteudo
5,1,conteudo
5,1,conteudo
2,1,conteudo
4,2,conteudo
3,3,conteudo
5,5,conteudo
1,1,conteudo
5,5,conteudo
5,5,conteudo
2,1,conteudo
4,4,conteudo
5,3,conteudo
2,2,conteudo
5,4,conteudo
5,5,conteudo
5,4,conteudo
5,4,conteudo
5,3,conteudo
5,3,conteudo
5,5,conteudo
5,4,conteudo
3,2,conteudo
4,2,conteudo
2,2,conteudo
3,3,conteudo
5,5,conteudo
4,2,conteudo
2,1,conteudo
5,5,conteudo
5,5,conteudo
4,4,conteudo
5,4,conteudo
3,2,conteudo
3,2,conteudo
5,5,conteudo
5,4,conteudo
5,5,conteudo
5,4,conteudo
5,5,conteudo
4,3,conteudo
4,4,conteudo
3,2,conteudo
5,5,conteudo
5,5,conteudo
5,4,conteudo
5,5,conteudo
5,4,conteudo
5,4,conteudo
5,4,conteudo
5,2,conteudo
5,2,conteudo
4,2,conteudo
2,2,conteudo
5,5,conteudo
4,2,conteudo
2,2,conteudo
1,1,conteudo
5,5,conteudo
5,4,conteudo
3,1,conteudo
5,2,conteudo
5,5,conteudo
5,5,conteudo
5,2,conteudo
5,4,conteudo
5,4,conteudo
5,4,conteudo
2,1,conteudo
5,2,conteudo
5,4,conteudo
2,1,conteudo
5,4,conteudo
1,1,conteudo
5,3,conteudo
2,2,conteudo
5,5,conteudo
4,4,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
4,2,conteudo
5,1,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
1,1,conteudo
5,1,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,1,conteudo
5,2,conteudo
5,5,conteudo
5,4,conteudo
4,4,conteudo
5,2,conteudo
5,4,conteudo
5,4,conteudo
5,2,conteudo
5,2,conteudo
5,2,conteudo
5,5,conteudo
4,2,conteudo
5,2,conteudo
3,2,conteudo
4,2,conteudo
5,5,conteudo
2,1,conteudo
5,5,conteudo
4,2,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,4,conteudo
5,5,conteudo
5,3,conteudo
5,2,conteudo
5,4,conteudo
5,5,conteudo
3,2,conteudo
2,2,conteudo
4,3,conteudo
5,3,conteudo
2,2,conteudo
5,5,conteudo
5,5,conteudo
5,2,conteudo
5,5,conteudo
5,5,conteudo
2,2,conteudo
5,4,conteudo
5,1,conteudo
4,3,conteudo
5,4,conteudo
5,2,conteudo
5,4,conteudo
5,2,conteudo
5,4,conteudo
3,2,conteudo
1,1,conteudo
5,4,conteudo
4,2,conteudo
5,4,conteudo
4,1,conteudo
5,4,conteudo
5,4,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,4,conteudo
5,5,conteudo
5,5,conteudo
5,2,conteudo
5,2,conteudo
4,1,conteudo
5,3,conteudo
5,5,conteudo
2,2,conteudo
5,5,conteudo
5,5,conteudo
1,1,conteudo
5,5,conteudo
5,3,conteudo
5,1,conteudo
5,2,conteudo
5,5,conteudo
4,3,conteudo
5,5,conteudo
5,1,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,4,conteudo
5,2,conteudo
5,3,conteudo
5,4,conteudo
5,4,conteudo
4,3,conteudo
4,1,conteudo
3,2,conteudo
5,4,conteudo
5,5,conteudo
5,4,conteudo
5,2,conteudo
5,2,conteudo
5,4,conteudo
5,4,conteudo
5,2,conteudo
5,5,conteudo
5,5,conteudo
5,2,conteudo
2,2,conteudo
5,3,conteudo
5,2,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,3,conteudo
5,5,conteudo
5,3,conteudo
5,3,conteudo
5,4,conteudo
5,2,conteudo
5,2,conteudo
4,4,conteudo
5,2,conteudo
3,3,conteudo
4,2,conteudo
5,5,conteudo
5,5,conteudo
5,5,conteudo
5,2,conteudo
5,3,conteudo
4,1,conteudo
5,5,conteudo
5,1,conteudo
5,2,conteudo
5,2,conteudo
5,5,conteudo
5,4,conteudo
5,2,conteudo
5,1,conteudo
3,3,conteudo
5,5,conteudo
